sa2_name_2011,date,Room nights occupied (no.),Room nights available (no.),Room occupancy rate (%),Guest nights occupied (no.),Guest nights available (no.),Bed occupancy rate (%),Takings from accommodation ($),Average takings per room night occupied ($),Average takings per room night available ($)
Central Highlands - East,2015-07-01,2098,4433,47.3,2438,10912,22.3,181078,86.31,40.85
Central Highlands - West,2015-07-01,,,,,,,,,
Emerald,2015-07-01,6507,15655,41.6,7841,40579,19.3,822194,126.35,52.52
Agnes Water - Miriam Vale,2015-07-01,3031,10354,29.3,7173,36146,19.8,610307,201.39,58.94
Banana,2015-07-01,,,,,,,,,
Biloela,2015-07-01,4203,6975,60.3,4914,17670,27.8,551827,131.29,79.11
Boyne Island - Tannum Sands,2015-07-01,1361,2449,55.6,1965,6851,28.7,128173,94.15,52.34
Clinton - New Auckland,2015-07-01,,,,,,,,,
Gladstone,2015-07-01,15008,28706,52.3,20632,77345,26.7,2065558,137.63,71.96
Gladstone Hinterland,2015-07-01,,,,,,,,,
West Gladstone,2015-07-01,,,,,,,,,
Berserker,2015-07-01,,,,,,,,,
Emu Park,2015-07-01,,,,,,,,,
Norman Gardens,2015-07-01,3756,3441,109.1,7374,8401,87.8,657245,175.01,191
Park Avenue,2015-07-01,4344,6975,62.3,8471,19034,44.5,541386,124.62,77.62
Parkhurst - Kawana,2015-07-01,,,,,,,,,
Rockhampton City,2015-07-01,18871,29140,64.8,29041,72478,40.1,2961631,156.94,101.63
The Range - Allenstown,2015-07-01,7535,11284,66.8,10831,34379,31.5,921362,122.28,81.65
Yeppoon,2015-07-01,5124,13888,36.9,10651,43834,24.3,784199,153.05,56.47
Broadsound - Nebo,2015-07-01,1570,6231,25.2,1676,13702,12.2,167290,106.54,26.85
Clermont,2015-07-01,,,,,,,,,
Moranbah,2015-07-01,2700,7657,35.3,3145,18848,16.7,331666,122.84,43.32
East Mackay,2015-07-01,2549,6665,38.2,3855,19251,20,375028,147.13,56.27
Eimeo - Rural View,2015-07-01,1019,3441,29.6,2317,11408,20.3,112161,110.07,32.6
Mackay,2015-07-01,16699,28861,57.9,23678,68779,34.4,2543906,152.34,88.14
Sarina,2015-07-01,1462,2852,51.3,2011,8959,22.4,196373,134.34,68.85
Seaforth - Calen,2015-07-01,,,,,,,,,
Shoal Point - Bucasia,2015-07-01,,,,,,,,,
Slade Point,2015-07-01,,,,,,,,,
South Mackay,2015-07-01,,,,,,,,,
West Mackay,2015-07-01,7939,17732,44.8,11068,49965,22.2,827145,104.18,46.65
Bowen,2015-07-01,,,,,,,,,
Airlie - Whitsundays,2015-07-01,44876,57164,78.5,112157,198896,56.4,11084284,247,193.9
Proserpine,2015-07-01,,,,,,,,,
Ayr,2015-07-01,1423,2387,59.6,2076,6851,30.3,171626,120.61,71.9
Charters Towers,2015-07-01,2229,4805,46.4,3260,13950,23.4,273500,122.7,56.92
Ingham,2015-07-01,1437,2976,48.3,1860,8401,22.1,180565,125.65,60.67
Ingham Region,2015-07-01,,,,,,,,,
Palm Island,2015-07-01,,,,,,,,,
Aitkenvale,2015-07-01,,,,,,,,,
Belgian Gardens - Pallarenda,2015-07-01,,,,,,,,,
Deeragun,2015-07-01,,,,,,,,,
Garbutt - West End,2015-07-01,,,,,,,,,
Hermit Park - Rosslea,2015-07-01,5213,7936,65.7,9561,23281,41.1,560914,107.61,70.68
Magnetic Island,2015-07-01,3304,6293,52.5,8497,19685,43.2,519415,157.21,82.54
Mundingburra,2015-07-01,,,,,,,,,
South Townsville - Railway Estate,2015-07-01,17181,23754,72.3,27942,61566,45.4,2447898,142.48,103.05
Townsville City - North Ward,2015-07-01,28321,38068,74.4,43644,96379,45.3,3620227,127.83,95.1
Wulguru - Roseneath,2015-07-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2015-07-01,22420,30535,73.4,48487,107167,45.2,4219041,188.18,138.17
Freshwater - Stratford,2015-07-01,,,,,,,,,
Trinity Beach - Smithfield,2015-07-01,8849,10385,85.2,25170,38812,64.9,1484686,167.79,142.96
Yorkeys Knob - Machans Beach,2015-07-01,,,,,,,,,
Cairns City,2015-07-01,132779,161380,82.3,256256,449830,57,18557023,139.76,114.99
Earlville - Bayview Heights,2015-07-01,,,,,,,,,
Manunda,2015-07-01,,,,,,,,,
Woree,2015-07-01,3271,4092,79.9,7587,9176,82.7,404450,123.66,98.84
Innisfail,2015-07-01,,,,,,,,,
Johnstone,2015-07-01,,,,,,,,,
Tully,2015-07-01,4988,9393,53.1,8740,27590,31.7,676648,135.65,72.04
Daintree,2015-07-01,2786,3720,74.9,5384,10137,53.1,591454,212.3,158.99
Port Douglas,2015-07-01,57033,75228,75.8,143497,239031,60,12780121,224.08,169.89
Atherton,2015-07-01,1719,2728,63,2647,7009,37.8,182966,106.46,67.07
Malanda - Yungaburra,2015-07-01,1414,2139,66.1,3150,6138,51.3,91910,65,42.97
Mareeba,2015-07-01,,,,,,,,,
Cape York,2015-07-01,,,,,,,,,
Croydon - Etheridge,2015-07-01,,,,,,,,,
Northern Peninsula,2015-07-01,,,,,,,,,
Torres,2015-07-01,,,,,,,,,
Weipa,2015-07-01,,,,,,,,,
Carpentaria,2015-07-01,1160,2790,41.6,1677,8153,20.6,165304,142.45,59.25
Mount Isa,2015-07-01,5644,10974,51.4,6967,28396,24.5,736101,130.42,67.08
Mount Isa Region,2015-07-01,,,,,,,,,
Northern Highlands,2015-07-01,,,,,,,,,
Barcaldine - Blackall,2015-07-01,2181,4030,54.1,3886,11935,32.6,281490,129.06,69.85
Charleville,2015-07-01,1990,3751,53.1,2672,10075,26.5,241844,121.53,64.47
Far Central West,2015-07-01,2226,2976,74.8,4327,8742,49.5,282188,126.79,94.82
Far South West,2015-07-01,,,,,,,,,
Longreach,2015-07-01,4628,6479,71.4,8277,19778,41.8,563490,121.77,86.97
Migratory - Offshore - Shipping (Qld),2015-07-01,30102,41819,72,74524,123411,60.4,9195701,305.48,219.89
Burleigh Heads,2015-08-01,7006,9362,74.8,16497,32085,51.4,1135975,162.14,121.34
Mermaid Beach - Broadbeach,2015-08-01,62551,85808,72.9,133899,280612,47.7,10664027,170.49,124.28
Mermaid Waters,2015-08-01,,,,,,,,,
Miami,2015-08-01,2817,4247,66.3,5447,13423,40.6,195610,69.43,46.06
Coolangatta,2015-08-01,17365,24366,71.3,36196,79918,45.3,2125453,122.4,87.23
Currumbin - Tugun,2015-08-01,,,,,,,,,
Palm Beach,2015-08-01,,,,,,,,,
Biggera Waters,2015-08-01,4370,6231,70.1,8175,20925,39.1,601295,137.59,96.5
Labrador,2015-08-01,,,,,,,,,
Paradise Point - Hollywell,2015-08-01,,,,,,,,,
Runaway Bay,2015-08-01,,,,,,,,,
Tamborine - Canungra,2015-08-01,4108,9021,45.5,6538,26970,24.2,795163,193.56,88.15
Currumbin Valley - Tallebudgera,2015-08-01,,,,,,,,,
Carrara,2015-08-01,,,,,,,,,
Nerang - Mount Nathan,2015-08-01,,,,,,,,,
Coomera,2015-08-01,,,,,,,,,
Hope Island,2015-08-01,,,,,,,,,
Ormeau - Yatala,2015-08-01,,,,,,,,,
Varsity Lakes,2015-08-01,,,,,,,,,
Southport,2015-08-01,,,,,,,,,
Benowa,2015-08-01,,,,,,,,,
Main Beach,2015-08-01,24660,36580,67.4,52068,119195,43.7,4856078,196.92,132.75
Surfers Paradise,2015-08-01,138690,199400,69.6,320641,591113,54.2,20087019,144.83,100.74
Beaudesert,2015-08-01,,,,,,,,,
Cleveland,2015-08-01,,,,,,,,,
Ormiston,2015-08-01,,,,,,,,,
Redland Islands,2015-08-01,3631,6138,59.2,7433,25978,28.6,552580,152.17,90.03
Manly - Lota,2015-08-01,,,,,,,,,
Wakerley,2015-08-01,,,,,,,,,
Wynnum,2015-08-01,,,,,,,,,
Wynnum West - Hemmant,2015-08-01,,,,,,,,,
Carseldine,2015-08-01,,,,,,,,,
Aspley,2015-08-01,,,,,,,,,
Chermside,2015-08-01,5680,7874,72.1,11096,22165,50.1,1127085,198.42,143.14
Boondall,2015-08-01,,,,,,,,,
Brisbane Airport,2015-08-01,,,,,,,,,
Northgate - Virginia,2015-08-01,,,,,,,,,
Annerley,2015-08-01,,,,,,,,,
Greenslopes,2015-08-01,,,,,,,,,
Woolloongabba,2015-08-01,6936,9951,69.7,12320,21483,57.3,901348,129.96,90.58
Eight Mile Plains,2015-08-01,,,,,,,,,
Mount Gravatt,2015-08-01,,,,,,,,,
Upper Mount Gravatt,2015-08-01,,,,,,,,,
Robertson,2015-08-01,,,,,,,,,
Calamvale - Stretton,2015-08-01,,,,,,,,,
Rocklea - Acacia Ridge,2015-08-01,2728,3844,71,3665,10385,35.3,301195,110.41,78.35
Sunnybank,2015-08-01,,,,,,,,,
Jindalee - Mount Ommaney,2015-08-01,,,,,,,,,
Indooroopilly,2015-08-01,,,,,,,,,
St Lucia,2015-08-01,,,,,,,,,
Brisbane City,2015-08-01,163864,212195,77.2,256620,551893,46.5,30902018,188.58,145.63
Fortitude Valley,2015-08-01,12786,18600,68.7,18017,37696,47.8,2188296,171.15,117.65
Kangaroo Point,2015-08-01,14879,23529,63.2,23596,62155,38,2130549,143.19,90.55
New Farm,2015-08-01,,,,,,,,,
South Brisbane,2015-08-01,19572,25686,76.2,30822,65935,46.7,3414999,174.48,132.95
Spring Hill,2015-08-01,28707,46903,61.2,45094,119071,37.9,3968179,138.23,84.6
Albion,2015-08-01,,,,,,,,,
Ascot,2015-08-01,2047,2883,71,3635,7781,46.7,333078,162.72,115.53
Clayfield,2015-08-01,,,,,,,,,
Hamilton (Qld),2015-08-01,6321,10912,57.9,9798,27869,35.2,953004,150.77,87.34
Hendra,2015-08-01,,,,,,,,,
Kelvin Grove - Herston,2015-08-01,,,,,,,,,
Newstead - Bowen Hills,2015-08-01,4798,6448,74.4,8525,19484,43.8,668847,139.39,103.73
Windsor,2015-08-01,,,,,,,,,
Auchenflower,2015-08-01,,,,,,,,,
Paddington - Milton,2015-08-01,,,,,,,,,
Toowong,2015-08-01,3511,5766,60.9,6019,17298,34.8,659820,187.95,114.43
Darra - Sumner,2015-08-01,,,,,,,,,
Oxley (Qld),2015-08-01,,,,,,,,,
Boonah,2015-08-01,,,,,,,,,
Lowood,2015-08-01,,,,,,,,,
Rosewood,2015-08-01,,,,,,,,,
Ipswich - Central,2015-08-01,5844,8327,70.2,8767,20994,41.8,825594,141.28,99.15
Leichhardt - One Mile,2015-08-01,,,,,,,,,
North Ipswich - Tivoli,2015-08-01,,,,,,,,,
Raceview,2015-08-01,,,,,,,,,
Hillcrest,2015-08-01,,,,,,,,,
Loganholme - Tanah Merah,2015-08-01,,,,,,,,,
Loganlea,2015-08-01,,,,,,,,,
Waterford West,2015-08-01,,,,,,,,,
Slacks Creek,2015-08-01,,,,,,,,,
Springwood,2015-08-01,,,,,,,,,
Bribie Island,2015-08-01,1515,2945,51.4,3465,25296,13.7,208484,137.61,70.79
Caboolture,2015-08-01,1948,2480,78.5,2894,7502,38.6,234409,120.33,94.52
Caboolture - South,2015-08-01,,,,,,,,,
Margate - Woody Point,2015-08-01,,,,,,,,,
Redcliffe,2015-08-01,3164,4681,67.6,5930,14136,41.9,601631,190.15,128.53
Cashmere,2015-08-01,,,,,,,,,
Gatton,2015-08-01,,,,,,,,,
Lockyer Valley - West,2015-08-01,,,,,,,,,
Buderim - North,2015-08-01,,,,,,,,,
Buddina - Minyama,2015-08-01,,,,,,,,,
Caloundra - Kings Beach,2015-08-01,9928,16306,60.9,23020,58001,39.7,1426580,143.7,87.49
Golden Beach - Pelican Waters,2015-08-01,5850,10571,55.3,11415,33170,34.4,713326,121.94,67.48
Moffat Beach - Battery Hill,2015-08-01,1240,2728,45.5,2805,8370,33.5,133952,108.03,49.1
Wurtulla - Birtinya,2015-08-01,,,,,,,,,
Coolum Beach,2015-08-01,6703,10881,61.6,15028,42253,35.6,841369,125.52,77.32
Marcoola - Mudjimba,2015-08-01,10460,16120,64.9,21670,60047,36.1,1493534,142.78,92.65
Maroochydore - Kuluin,2015-08-01,7898,12214,64.7,16358,41912,39,1365696,172.91,111.81
Mooloolaba - Alexandra Headland,2015-08-01,27843,37386,74.5,59834,133765,44.7,4425952,158.96,118.39
Diddillibah - Rosemount,2015-08-01,,,,,,,,,
Nambour,2015-08-01,874,1829,47.8,1114,5053,22,101893,116.58,55.71
Noosa Heads,2015-08-01,24053,37107,64.8,52087,111631,46.7,6615866,275.05,178.29
Noosaville,2015-08-01,14432,20088,71.8,32774,75330,43.5,1873866,129.84,93.28
Peregian,2015-08-01,839,1798,46.7,1660,6448,25.7,122171,145.62,67.95
Sunshine Beach,2015-08-01,1179,2232,52.8,2077,9300,22.3,185504,157.34,83.11
Caloundra Hinterland,2015-08-01,,,,,,,,,
Maroochy Hinterland,2015-08-01,,,,,,,,,
Palmwoods,2015-08-01,,,,,,,,,
Cooloola,2015-08-01,1555,5146,30.2,3481,19623,17.7,183039,117.73,35.57
Gympie - North,2015-08-01,3101,4681,66.3,5750,13206,43.5,405181,130.65,86.56
Pialba - Eli Waters,2015-08-01,1250,2325,53.8,1988,6944,28.6,119125,95.3,51.24
Point Vernon,2015-08-01,,,,,,,,,
Torquay - Scarness - Kawungan,2015-08-01,,,,,,,,,
Urangan - Wondunna,2015-08-01,12798,16771,76.3,23924,61690,38.8,1465078,114.48,87.36
Burrum - Fraser,2015-08-01,,,,,,,,,
Maryborough (Qld),2015-08-01,4986,10571,47.2,8768,30422,28.8,538024,107.9,50.9
Tinana,2015-08-01,,,,,,,,,
Balonne,2015-08-01,1986,4774,41.6,2647,14260,18.6,248134,124.92,51.98
Chinchilla,2015-08-01,1773,4898,36.2,1968,11904,16.5,233527,131.68,47.68
Goondiwindi,2015-08-01,3798,7192,52.8,5936,20987,28.3,426121,112.21,59.25
Miles - Wandoan,2015-08-01,994,4650,21.4,1082,10850,10,175246,176.28,37.69
Roma,2015-08-01,4406,8587,51.3,5862,23126,25.4,572764,129.99,66.7
Roma Region,2015-08-01,887,2294,38.7,973,6541,14.9,124166,139.98,54.13
Tara,2015-08-01,,,,,,,,,
Crows Nest - Rosalie,2015-08-01,,,,,,,,,
Jondaryan,2015-08-01,,,,,,,,,
Pittsworth,2015-08-01,,,,,,,,,
Wambo,2015-08-01,3612,8432,42.8,4713,22382,21.1,515978,142.85,61.19
Southern Downs - East,2015-08-01,,,,,,,,,
Stanthorpe,2015-08-01,2169,5208,41.6,3531,16988,20.8,235249,108.46,45.17
Warwick,2015-08-01,2467,6262,39.4,4801,17856,26.9,268190,108.69,42.83
Darling Heights,2015-08-01,3006,4185,71.8,4941,13299,37.2,362263,120.53,86.56
Drayton - Harristown,2015-08-01,1995,3007,66.3,2574,8742,29.4,273812,137.25,91.06
Highfields,2015-08-01,,,,,,,,,
Newtown (Qld),2015-08-01,,,,,,,,,
North Toowoomba - Harlaxton,2015-08-01,,,,,,,,,
Toowoomba - Central,2015-08-01,9924,18228,54.4,15941,47957,33.2,1485468,149.69,81.49
Toowoomba - East,2015-08-01,4565,7595,60.1,7283,23219,31.4,596459,130.66,78.53
Toowoomba - West,2015-08-01,,,,,,,,,
Wilsonton,2015-08-01,,,,,,,,,
Kingaroy,2015-08-01,2791,6386,43.7,3571,16616,21.5,313769,112.43,49.13
Kingaroy Region - North,2015-08-01,,,,,,,,,
Nanango,2015-08-01,614,1581,38.8,676,4123,16.4,60092,97.85,38.01
Bargara - Burnett Heads,2015-08-01,4090,7409,55.2,7405,28861,25.7,668754,163.51,90.26
Branyan - Kensington,2015-08-01,,,,,,,,,
Bundaberg,2015-08-01,5697,9858,57.8,8244,25916,31.8,717426,125.93,72.78
Bundaberg Region - South,2015-08-01,722,2077,34.8,1108,7471,14.8,69089,95.69,33.26
Millbank - Avoca,2015-08-01,1767,2976,59.4,2147,9269,23.2,195707,110.76,65.76
Gayndah - Mundubbera,2015-08-01,,,,,,,,,
Gin Gin,2015-08-01,,,,,,,,,
Monto - Eidsvold,2015-08-01,,,,,,,,,
Central Highlands - East,2015-08-01,1492,4433,33.7,1760,10912,16.1,180200,120.8,40.65
Central Highlands - West,2015-08-01,,,,,,,,,
Emerald,2015-08-01,5415,15655,34.6,6394,40579,15.8,657007,121.32,41.97
Agnes Water - Miriam Vale,2015-08-01,3128,10354,30.2,6544,36146,18.1,616276,197.01,59.52
Banana,2015-08-01,,,,,,,,,
Biloela,2015-08-01,4115,6975,59,4731,17670,26.8,502529,122.12,72.05
Boyne Island - Tannum Sands,2015-08-01,1124,2449,45.9,1567,6851,22.9,112203,99.85,45.82
Clinton - New Auckland,2015-08-01,,,,,,,,,
Gladstone,2015-08-01,13008,28706,45.3,17083,77345,22.1,1732685,133.2,60.36
Gladstone Hinterland,2015-08-01,,,,,,,,,
West Gladstone,2015-08-01,,,,,,,,,
Berserker,2015-08-01,,,,,,,,,
Emu Park,2015-08-01,,,,,,,,,
Norman Gardens,2015-08-01,3416,3441,99.3,6274,8401,74.7,572173,167.52,166.28
Park Avenue,2015-08-01,4130,6975,59.2,7512,19034,39.5,505122,122.32,72.42
Parkhurst - Kawana,2015-08-01,,,,,,,,,
Rockhampton City,2015-08-01,18312,29140,62.8,27189,72478,37.5,2835079,154.82,97.29
The Range - Allenstown,2015-08-01,8090,11284,71.7,10168,34379,29.6,1012356,125.14,89.72
Yeppoon,2015-08-01,5471,13888,39.4,10660,43834,24.3,784850,143.44,56.51
Broadsound - Nebo,2015-08-01,1818,6231,29.2,1894,13702,13.8,206877,113.82,33.2
Clermont,2015-08-01,,,,,,,,,
Moranbah,2015-08-01,2473,7657,32.3,2837,18848,15.1,297108,120.14,38.8
East Mackay,2015-08-01,2312,6665,34.7,3419,19251,17.8,349235,151.08,52.4
Eimeo - Rural View,2015-08-01,1118,3441,32.5,2547,11408,22.3,144855,129.57,42.1
Mackay,2015-08-01,18913,28861,65.5,25443,68779,37,2798599,147.97,96.97
Sarina,2015-08-01,2158,2852,75.7,2832,8959,31.6,284430,131.82,99.73
Seaforth - Calen,2015-08-01,,,,,,,,,
Shoal Point - Bucasia,2015-08-01,,,,,,,,,
Slade Point,2015-08-01,,,,,,,,,
South Mackay,2015-08-01,,,,,,,,,
West Mackay,2015-08-01,8237,17732,46.5,11129,49965,22.3,861278,104.56,48.57
Bowen,2015-08-01,,,,,,,,,
Airlie - Whitsundays,2015-08-01,46022,57164,80.5,106804,198896,53.7,11873177,257.99,207.7
Proserpine,2015-08-01,,,,,,,,,
Ayr,2015-08-01,1239,2387,51.9,1812,6851,26.4,150286,121.3,62.96
Charters Towers,2015-08-01,2298,4805,47.8,3305,13950,23.7,274766,119.57,57.18
Ingham,2015-08-01,1254,2976,42.1,1535,8401,18.3,150240,119.81,50.48
Ingham Region,2015-08-01,,,,,,,,,
Palm Island,2015-08-01,,,,,,,,,
Aitkenvale,2015-08-01,,,,,,,,,
Belgian Gardens - Pallarenda,2015-08-01,,,,,,,,,
Deeragun,2015-08-01,,,,,,,,,
Garbutt - West End,2015-08-01,,,,,,,,,
Hermit Park - Rosslea,2015-08-01,4497,7936,56.7,7692,23281,33,435169,96.78,54.83
Magnetic Island,2015-08-01,3511,6293,55.8,8211,19685,41.7,546210,155.57,86.8
Mundingburra,2015-08-01,,,,,,,,,
South Townsville - Railway Estate,2015-08-01,18083,23754,76.1,29627,61566,48.1,2389239,132.13,100.58
Townsville City - North Ward,2015-08-01,27938,38874,71.9,41441,98549,42.1,3313637,118.61,85.24
Wulguru - Roseneath,2015-08-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2015-08-01,23585,30535,77.2,51773,107167,48.3,4207381,178.39,137.79
Freshwater - Stratford,2015-08-01,,,,,,,,,
Trinity Beach - Smithfield,2015-08-01,8822,10385,85,22877,38812,58.9,1394183,158.03,134.25
Yorkeys Knob - Machans Beach,2015-08-01,,,,,,,,,
Cairns City,2015-08-01,138164,161033,85.8,261160,448552,58.2,19943848,144.35,123.85
Earlville - Bayview Heights,2015-08-01,,,,,,,,,
Manunda,2015-08-01,14395,18197,79.1,29307,54436,53.8,1045087,72.6,57.43
Woree,2015-08-01,3470,4092,84.8,7566,9176,82.5,405539,116.88,99.11
Innisfail,2015-08-01,,,,,,,,,
Johnstone,2015-08-01,,,,,,,,,
Tully,2015-08-01,5262,9393,56,9029,27590,32.7,670492,127.43,71.38
Daintree,2015-08-01,3196,3720,85.9,5989,10137,59.1,667602,208.89,179.46
Port Douglas,2015-08-01,56169,75395,74.5,132051,239699,55.1,11733586,208.9,155.63
Atherton,2015-08-01,1823,2728,66.8,2818,7009,40.2,215399,118.15,78.96
Malanda - Yungaburra,2015-08-01,1395,2139,65.2,3093,6138,50.4,82252,58.95,38.45
Mareeba,2015-08-01,,,,,,,,,
Cape York,2015-08-01,,,,,,,,,
Croydon - Etheridge,2015-08-01,,,,,,,,,
Northern Peninsula,2015-08-01,,,,,,,,,
Torres,2015-08-01,,,,,,,,,
Weipa,2015-08-01,,,,,,,,,
Carpentaria,2015-08-01,1102,2790,39.5,1544,8153,18.9,136023,123.45,48.75
Mount Isa,2015-08-01,5079,10974,46.3,6410,28396,22.6,743020,146.29,67.71
Mount Isa Region,2015-08-01,,,,,,,,,
Northern Highlands,2015-08-01,,,,,,,,,
Barcaldine - Blackall,2015-08-01,1781,4030,44.2,3407,11935,28.5,236207,132.63,58.61
Charleville,2015-08-01,2050,3751,54.7,2635,10075,26.2,251300,122.59,67
Far Central West,2015-08-01,1689,2976,56.7,3341,8742,38.2,241822,143.19,81.26
Far South West,2015-08-01,,,,,,,,,
Longreach,2015-08-01,4469,6479,69,7383,19778,37.3,558508,124.99,86.2
Migratory - Offshore - Shipping (Qld),2015-08-01,30893,41819,73.9,70472,123411,57.1,9955067,322.24,238.05
Burleigh Heads,2015-09-01,6450,9060,71.2,17589,31050,56.6,1317996,204.35,145.47
Mermaid Beach - Broadbeach,2015-09-01,64084,83040,77.2,144708,271560,53.3,12225256,190.77,147.22
Mermaid Waters,2015-09-01,,,,,,,,,
Miami,2015-09-01,3048,4110,74.2,6197,12990,47.7,241221,79.15,58.69
Coolangatta,2015-09-01,17932,23580,76,41263,77340,53.4,2558560,142.68,108.51
Currumbin - Tugun,2015-09-01,,,,,,,,,
Palm Beach,2015-09-01,2971,4290,69.3,4581,13170,34.8,385677,129.81,89.9
Biggera Waters,2015-09-01,4438,6030,73.6,8906,20250,44,699392,157.59,115.99
Labrador,2015-09-01,,,,,,,,,
Paradise Point - Hollywell,2015-09-01,,,,,,,,,
Runaway Bay,2015-09-01,,,,,,,,,
Tamborine - Canungra,2015-09-01,4209,8730,48.2,7228,26100,27.7,836247,198.68,95.79
Currumbin Valley - Tallebudgera,2015-09-01,,,,,,,,,
Carrara,2015-09-01,,,,,,,,,
Nerang - Mount Nathan,2015-09-01,,,,,,,,,
Coomera,2015-09-01,,,,,,,,,
Hope Island,2015-09-01,,,,,,,,,
Ormeau - Yatala,2015-09-01,,,,,,,,,
Varsity Lakes,2015-09-01,,,,,,,,,
Southport,2015-09-01,,,,,,,,,
Benowa,2015-09-01,,,,,,,,,
Main Beach,2015-09-01,26628,35400,75.2,67760,115350,58.7,6439143,241.82,181.9
Surfers Paradise,2015-09-01,151194,195344,77.4,367462,577570,63.6,24879631,164.55,127.36
Beaudesert,2015-09-01,,,,,,,,,
Cleveland,2015-09-01,,,,,,,,,
Ormiston,2015-09-01,,,,,,,,,
Redland Islands,2015-09-01,4020,5940,67.7,8305,25140,33,620916,154.45,104.53
Manly - Lota,2015-09-01,,,,,,,,,
Wakerley,2015-09-01,,,,,,,,,
Wynnum,2015-09-01,,,,,,,,,
Wynnum West - Hemmant,2015-09-01,,,,,,,,,
Carseldine,2015-09-01,,,,,,,,,
Aspley,2015-09-01,,,,,,,,,
Chermside,2015-09-01,5620,7620,73.8,11044,21450,51.5,1061109,188.8,139.25
Boondall,2015-09-01,,,,,,,,,
Brisbane Airport,2015-09-01,,,,,,,,,
Northgate - Virginia,2015-09-01,,,,,,,,,
Annerley,2015-09-01,,,,,,,,,
Greenslopes,2015-09-01,,,,,,,,,
Woolloongabba,2015-09-01,6971,9630,72.4,12183,20790,58.6,819159,117.51,85.06
Eight Mile Plains,2015-09-01,,,,,,,,,
Mount Gravatt,2015-09-01,,,,,,,,,
Upper Mount Gravatt,2015-09-01,,,,,,,,,
Robertson,2015-09-01,,,,,,,,,
Calamvale - Stretton,2015-09-01,,,,,,,,,
Rocklea - Acacia Ridge,2015-09-01,2611,3720,70.2,3532,10050,35.1,286545,109.75,77.03
Sunnybank,2015-09-01,,,,,,,,,
Jindalee - Mount Ommaney,2015-09-01,,,,,,,,,
Indooroopilly,2015-09-01,,,,,,,,,
St Lucia,2015-09-01,,,,,,,,,
Brisbane City,2015-09-01,165587,205350,80.6,257891,534090,48.3,32141577,194.11,156.52
Fortitude Valley,2015-09-01,12439,18000,69.1,16864,36480,46.2,2195852,176.54,121.99
Kangaroo Point,2015-09-01,15787,22770,69.3,25193,60150,41.9,2348083,148.73,103.12
New Farm,2015-09-01,,,,,,,,,
South Brisbane,2015-09-01,21903,27260,80.3,30640,71000,43.2,3961746,180.88,145.33
Spring Hill,2015-09-01,29222,45390,64.4,43999,115230,38.2,4045008,138.43,89.12
Albion,2015-09-01,,,,,,,,,
Ascot,2015-09-01,1964,2790,70.4,3425,7530,45.5,308591,157.12,110.61
Clayfield,2015-09-01,,,,,,,,,
Hamilton (Qld),2015-09-01,7017,11910,58.9,10573,29970,35.3,1180472,168.22,99.12
Hendra,2015-09-01,,,,,,,,,
Kelvin Grove - Herston,2015-09-01,,,,,,,,,
Newstead - Bowen Hills,2015-09-01,5258,6900,76.2,8815,20936,42.1,667667,126.99,96.76
Windsor,2015-09-01,,,,,,,,,
Auchenflower,2015-09-01,,,,,,,,,
Paddington - Milton,2015-09-01,,,,,,,,,
Toowong,2015-09-01,3771,5580,67.6,6963,16740,41.6,581855,154.31,104.28
Darra - Sumner,2015-09-01,,,,,,,,,
Oxley (Qld),2015-09-01,,,,,,,,,
Boonah,2015-09-01,,,,,,,,,
Lowood,2015-09-01,,,,,,,,,
Rosewood,2015-09-01,,,,,,,,,
Ipswich - Central,2015-09-01,5747,8340,68.9,8949,21060,42.5,794520,138.24,95.27
Leichhardt - One Mile,2015-09-01,,,,,,,,,
North Ipswich - Tivoli,2015-09-01,,,,,,,,,
Raceview,2015-09-01,,,,,,,,,
Hillcrest,2015-09-01,,,,,,,,,
Loganholme - Tanah Merah,2015-09-01,,,,,,,,,
Loganlea,2015-09-01,,,,,,,,,
Waterford West,2015-09-01,,,,,,,,,
Slacks Creek,2015-09-01,,,,,,,,,
Springwood,2015-09-01,,,,,,,,,
Bribie Island,2015-09-01,1561,2850,54.8,3654,24480,14.9,216559,138.73,75.99
Caboolture,2015-09-01,1789,2400,74.5,2986,7260,41.1,221154,123.62,92.15
Caboolture - South,2015-09-01,,,,,,,,,
Margate - Woody Point,2015-09-01,,,,,,,,,
Redcliffe,2015-09-01,3213,4530,70.9,6512,13680,47.6,610509,190.01,134.77
Cashmere,2015-09-01,,,,,,,,,
Gatton,2015-09-01,,,,,,,,,
Lockyer Valley - West,2015-09-01,,,,,,,,,
Buderim - North,2015-09-01,,,,,,,,,
Buddina - Minyama,2015-09-01,,,,,,,,,
Caloundra - Kings Beach,2015-09-01,10394,15780,65.9,30196,56130,53.8,1905557,183.34,120.76
Golden Beach - Pelican Waters,2015-09-01,7103,10230,69.4,15504,32100,48.3,959797,135.13,93.82
Moffat Beach - Battery Hill,2015-09-01,1485,2640,56.3,3683,8100,45.5,193705,130.44,73.37
Wurtulla - Birtinya,2015-09-01,,,,,,,,,
Coolum Beach,2015-09-01,6441,10530,61.2,17270,40890,42.2,1184778,183.94,112.51
Marcoola - Mudjimba,2015-09-01,10767,15600,69,28067,58110,48.3,1619120,150.38,103.79
